Temperature,Humidity,SquareFootage,Occupancy,HVACUsage,LightingUsage,RenewableEnergy,Holiday,Day_Friday,Day_Monday,Day_Saturday,Day_Sunday,Day_Thursday,Day_Tuesday,Day_Wednesday,EnergyConsumption
0.05551436212655448,-0.23064152283190542,0.22770478036755187,0.14629047378065807,1,0,-1.4137222634636881,0,False,True,False,False,False,False,False,75.36437339539214
0.9697376417302149,1.0370963534041917,-0.3086902614282577,-1.250277295008442,1,1,0.7662916494766664,0,False,False,True,False,False,False,False,83.40185495035139
1.3127635576350614,1.5869418748948498,0.8868713936572734,-0.9011353528111669,0,0,-0.9572842078256292,0,False,False,False,True,False,False,False,78.27088774061066
-1.7286813544280248,0.5844313689569033,-0.1655926869169256,-1.250277295008442,0,1,-0.7446472384105827,0,False,False,False,False,False,False,True,56.51985048548002
-0.6646844856762678,0.7053740805448985,-1.4081091116905793,1.5428582425697581,1,0,-1.3797156328203806,0,True,False,False,False,False,False,False,70.81173246793318
1.6202161170032148,-1.0066360985833034,1.2892452393201925,0.4954324159779331,0,0,0.2852902600718588,1,False,False,False,True,False,False,False,84.32188519433718
0.05259899762918462,-1.137544873105717,0.37099602166757467,0.4954324159779331,1,0,1.0446541965061467,1,True,False,False,False,False,False,False,76.16579090213895
-0.6345356328739863,-1.610812049157634,0.4644974903633212,1.193716300372483,0,0,1.416716305335994,1,False,False,False,False,True,False,False,74.1319061773031
0.14458933208899719,0.11790888743254498,-0.9010271452978702,0.4954324159779331,1,0,-1.4671571458915538,0,False,False,False,True,False,False,False,78.20623587095885
-0.9767392709797376,-1.5240739474262057,0.7124034773591317,-1.250277295008442,1,0,1.6023782337797048,0,False,False,False,False,False,True,False,77.99221370196022
1.087237609587242,-1.0504184839527755,-0.5501190349955636,-0.9011353528111669,0,0,-1.6908427209142014,1,False,True,False,False,False,False,False,82.27443448386548
-0.5499975142156319,-1.7461761995179776,0.3620362540701097,0.4954324159779331,1,1,0.5029701743308475,1,False,False,False,False,True,False,False,73.27866950427382
0.1434921854757175,0.25903679714582717,-0.8860771987690287,-1.250277295008442,1,0,0.762408976214413,1,False,False,False,False,False,True,False,84.14477565753458
-1.7363456669523623,-0.41502263287319835,1.0614882955169729,-0.9011353528111669,0,0,-1.000723052596647,1,True,False,False,False,False,False,False,60.0225185622203
0.6170132348561165,-0.9510134341205628,-0.27856587782584025,0.4954324159779331,0,0,-0.34989127270798515,1,True,False,False,False,False,False,False,81.18318756246354
-1.0163476409596808,1.2571008565507473,-1.2323186280506344,1.193716300372483,0,1,-0.48412994298242107,0,False,False,False,True,False,False,False,74.081256288494
1.5318833522339201,1.3575154826645068,0.4190770920557152,-1.5994192372057168,1,1,0.03674256650188682,0,True,False,False,False,False,False,False,89.4982076601557
-0.4371747257713566,-0.3698999166463667,-0.2999132540512342,-1.250277295008442,1,0,-1.2803385466414359,1,False,False,False,True,False,False,False,72.87244263642421
0.8965701777646937,0.2087013599774225,1.1521905096402205,1.5428582425697581,1,0,0.521206102994848,0,False,False,False,False,True,False,False,83.8998965998896
0.9343777616257641,-1.086964700276123,-0.862020947606164,-0.20285146841661691,1,1,-0.7189497244820702,1,False,False,False,False,False,False,True,82.07757940317406
1.3130166745171528,1.7072331024714944,-1.0017901637141278,1.5428582425697581,1,1,-0.3922459690952786,1,True,False,False,False,False,False,False,94.236287728335
-1.368721166523256,-1.7590171000245587,0.6141809068862737,-0.551993410613892,0,0,-0.07042338402084515,1,False,False,False,True,False,False,False,59.672380432970826
-0.6986967572011963,-0.2063537528202299,-0.9426084912919006,-1.250277295008442,0,0,-1.2389080694050025,0,False,False,True,False,False,False,False,70.23522761734993
-0.08216339124354965,1.388365283412994,-0.8545449529983415,0.4954324159779331,1,1,-1.6555973243507998,0,False,False,False,False,False,True,False,78.39420777459377
0.6162522958336226,0.0938002732257096,0.11737083704843401,1.193716300372483,1,0,0.39446368423893674,0,False,False,False,False,False,False,True,87.84164465666763
-0.8485841872563714,1.4509308158297718,-1.5951673503697885,1.193716300372483,0,1,-0.7122160514196669,1,False,False,False,False,False,True,False,72.92984426206768
0.715759566359913,0.8505534284851346,0.697955465937211,1.5428582425697581,1,1,1.0202480648287187,0,False,False,False,False,True,False,False,86.66909405376278
0.5600468743184134,-0.2425350600255062,-1.2973382132757831,0.8445743581752081,0,1,-1.3944230801633324,0,False,False,False,False,True,False,False,80.41142775984329
-1.115156266070711,1.345890165754086,-0.7299860464004273,-0.551993410613892,0,1,1.1875434229519097,1,False,False,False,False,False,True,False,64.21209800102363
-0.6212093770892271,0.07968243931178785,0.5184565355257887,-0.9011353528111669,0,1,0.35894297393046287,0,False,False,False,False,False,True,False,74.16033755004982
1.3731063091672298,-1.5963416067726517,1.342987544327025,0.14629047378065807,1,1,1.0680063535082684,1,False,False,False,False,False,True,False,81.04958057295511
-1.4631054651974704,0.6754944625933323,-1.3991843950365495,-1.250277295008442,1,0,0.7701486571349405,0,False,False,True,False,False,False,False,70.30817192579988
